date,ticker,total_volume,short_volume,short_volume_ratio,carteret_pct_of_short,nyse_short_volume,nasdaq_carteret_short_volume,nasdaq_chicago_short_volume,adf_short_volume,exempt_volume,svr_sma20,svr_zscore60
2026-03-17,AMD,11980715.77,5549855.59,46.32,95.7144,141014,5312013,96827,0,8776.0,47.7985,-0.1619
2026-03-18,AMD,14687695.52,6487957.89,44.17,95.6017,149202,6202596,136158,0,8891.0,47.149,-0.4542
2026-03-19,AMD,17023296.72,8512817.55,50.01,90.9026,612138,7738369,162310,0,17938.0,46.805,0.3444
2026-03-20,AMD,13651978.08,6576554.44,48.17,89.9365,509705,5914721,152127,0,14548.0,46.4095,0.0989
2026-03-23,AMD,13425311.96,5584393.21,41.6,95.5986,109839,5338600,135953,0,23110.0,45.8185,-0.7966
2026-03-24,AMD,13853327.17,6497751.7,46.9,96.1156,109894,6245350,142506,0,13698.0,45.1665,-0.0707
2026-03-25,AMD,23098298.9,9843823.29,42.62,95.7139,132827,9421906,289089,0,40080.0,44.513,-0.6415
2026-03-26,AMD,23717170.62,9829313.16,41.44,95.9768,159123,9433857,236333,0,26251.0,44.358,-0.8147
2026-03-27,AMD,13617550.54,6907850.73,50.73,95.2404,180665,6579068,148117,0,10313.0,45.0155,0.4382
2026-03-30,AMD,20175041.61,10353143.4,51.32,96.1861,184927,9958289,209926,0,46862.0,45.4745,0.4963
2026-03-31,AMD,19707496.26,10969990.65,55.66,96.5611,185350,10592747,191892,0,17753.0,46.2585,1.0724
2026-04-01,AMD,18916552.47,11882693.0,62.82,95.0496,404679,11294449,183563,0,22133.0,47.287,1.9685
2026-04-02,AMD,20758770.22,15092294.77,72.7,96.4046,265292,14549669,277332,0,19148.0,48.564,3.003
2026-04-06,AMD,16216382.74,9206300.88,56.77,95.427,205435,8785299,215566,0,18248.0,48.935,0.9667
2026-04-07,AMD,13623972.27,7500786.41,55.06,90.1828,582444,6764416,153925,0,15750.0,49.4645,0.726
2026-04-08,AMD,16979382.32,9535854.33,56.16,94.9454,288565,9053857,193432,0,13488.0,49.757,0.8356
2026-04-09,AMD,13683333.97,8069988.9,58.98,93.5402,364464,7548685,156838,0,23403.0,50.8005,1.1654
2026-04-10,AMD,17855319.18,9242044.78,51.76,91.3964,598945,8446895,196204,0,20864.0,50.809,0.2667
2026-04-13,AMD,10986757.49,6751774.66,61.45,86.9701,748219,5872025,131530,0,16472.0,51.6895,1.4564
2026-04-14,AMD,12697706.67,7904577.17,62.25,93.6566,336748,7403156,164672,0,13510.0,52.8445,1.5062
2026-04-15,AMD,11516034.23,7067221.6,61.37,95.7332,125917,6765675,175628,0,25846.0,53.597,1.3488
2026-04-16,AMD,34476586.75,21806375.57,63.25,95.5269,430696,20830957,544721,0,61043.0,54.551,1.529
2026-04-17,AMD,16573725.96,9729274.99,58.7,93.903,381187,9136082,212005,0,16258.0,54.9855,0.9735
2026-04-20,AMD,19316251.59,10059617.24,52.08,87.5412,1036598,8806312,216706,0,36436.0,55.181,0.22
2026-04-21,AMD,21130081.8,12463470.46,58.98,93.3387,400036,11633238,430195,0,17869.0,56.05,1.023
2026-04-22,AMD,25734811.04,13788552.58,53.58,93.3554,490641,12872363,425547,0,72032.0,56.384,0.3632
2026-04-23,AMD,22062079.6,14125506.83,64.03,94.2172,468850,13308658,347997,0,28737.0,57.4545,1.5602
2026-04-24,AMD,38532772.69,22940536.81,59.54,92.8021,1038359,21289302,612875,0,42074.0,58.3595,0.9914
2026-04-27,AMD,25873981.33,16025559.06,61.94,95.1981,377059,15256020,392478,0,37054.0,58.92,1.2481
2026-04-28,AMD,20723116.65,10862334.0,52.42,94.0187,290798,10212627,358908,0,41323.0,58.975,0.0538
2026-04-29,AMD,24672522.85,12665792.02,51.34,94.7366,344214,11999140,322436,0,30632.0,58.759,-0.0856
2026-04-30,AMD,21321216.46,11735647.62,55.04,94.6586,355545,11108801,271300,0,22458.0,58.37,0.3792
2026-05-01,AMD,17668022.64,10294708.34,58.27,95.2588,274952,9806616,213139,0,15366.0,57.6485,0.758
2026-05-04,AMD,21369659.49,10699442.98,50.07,93.7392,420252,10029574,249615,0,21216.0,57.3135,-0.3303
