date,time_et,session,direction,open,high,low,close,volume,trade_count,wick_len,body_len,wick_pct,extreme,prints_at_extreme,prints_at_extreme_size,max_extreme_lag_ms,all_dark,repeat_level,verdict
2025-03-13,10:40,rth,up,473.13,477.2463,472.23,472.76,434951,1569,4.1163,0.37,0.871,477.2463,1,102907,4,True,True,GHOST
2025-03-13,10:50,rth,up,472.53,477.2463,472.45,473.54,704112,2218,3.7063,1.01,0.783,477.2463,3,308721,5,True,True,GHOST
2025-03-13,10:55,rth,up,473.4893,477.2463,472.25,472.6,375012,1781,3.757,0.8893,0.795,477.2463,1,102907,4,True,True,GHOST
2025-03-13,11:00,rth,up,472.65,477.2463,472.65,473.5,551389,2114,3.7463,0.85,0.791,477.2463,2,205814,4,True,True,GHOST
2025-03-13,11:05,rth,up,473.48,477.2463,471.52,471.75,478815,1935,3.7663,1.73,0.798,477.2463,1,102907,4,True,True,GHOST
2025-03-13,11:10,rth,up,471.82,477.2463,471.22,471.52,633804,1306,5.4263,0.3,1.151,477.2463,3,411627,3,True,True,GHOST
2025-03-13,11:20,rth,up,471.81,477.2463,471.15,471.77,372739,1123,5.4363,0.04,1.152,477.2463,2,205814,4,True,True,GHOST
2025-03-13,11:25,rth,up,471.78,477.2463,470.67,470.945,537852,1884,5.4663,0.835,1.161,477.2463,2,205814,4,True,True,GHOST
2025-03-13,11:40,rth,up,469.51,477.2463,469.0602,470.975,916674,4272,6.2713,1.465,1.332,477.2463,2,205814,4,True,True,GHOST
2025-03-13,12:00,rth,up,469.52,473.5,469.24,470.28,389897,1928,3.22,0.76,0.685,473.5,1,8250,4,True,True,GHOST
2025-03-13,12:20,rth,up,469.94,477.2463,469.58,469.615,262029,925,7.3063,0.325,1.556,477.2463,1,102907,3,True,True,GHOST
2025-03-13,12:55,rth,up,469.005,477.2463,468.29,469.273,368175,1309,7.9733,0.268,1.699,477.2463,1,102907,4,True,True,GHOST
2025-03-13,13:00,rth,up,469.27,477.2463,468.56,469.34,407929,1298,7.9063,0.07,1.685,477.2463,2,205814,4,True,True,GHOST
2025-03-13,13:10,rth,up,468.66,477.2463,467.72,468.0,482292,1499,8.5863,0.66,1.835,477.2463,1,205813,4,True,True,GHOST
2025-03-13,13:35,rth,up,466.91,469.9571,466.75,466.94,203764,1125,3.0171,0.03,0.646,469.9571,1,1250,2345755,True,True,GHOST
2025-03-13,14:35,rth,up,470.15,477.2463,470.11,470.7701,317630,1193,6.4762,0.6201,1.376,477.2463,1,102907,3,True,True,GHOST
2025-03-13,15:25,rth,up,469.7552,477.2463,468.06,468.63,787449,2357,7.4911,1.1252,1.599,477.2463,1,411627,2,True,True,GHOST
2025-03-13,15:30,rth,up,468.62,477.2463,467.1,468.97,375456,1496,8.2763,0.35,1.765,477.2463,1,102907,2,True,True,GHOST
